Year,Transaction Type,Make Name,Model Name,Body Shape Name,Transactions
2021,Registration New Business,ABARTH,124 SPIDER,ROADSTER,2
2021,Registration New Business,ABARTH,500,HATCHBACK,1
2021,Registration New Business,ABARTH,595,HATCHBACK,1
2021,Registration New Business,ALFA ROMEO,147,HATCHBACK,13
2021,Registration New Business,ALFA ROMEO,156,SEDAN,15
2021,Registration New Business,ALFA ROMEO,159,SEDAN,15
2021,Registration New Business,ALFA ROMEO,159,WAGON,1
2021,Registration New Business,ALFA ROMEO,164,SEDAN,1
2021,Registration New Business,ALFA ROMEO,166,SEDAN,1
2021,Registration New Business,ALFA ROMEO,2000,SEDAN,1
2021,Registration New Business,ALFA ROMEO,33,HATCHBACK,1
2021,Registration New Business,ALFA ROMEO,4C,COUPE,2
2021,Registration New Business,ALFA ROMEO,BERLINA,SEDAN,1
2021,Registration New Business,ALFA ROMEO,BRERA,HATCHBACK,1
2021,Registration New Business,ALFA ROMEO,GIULIA,SEDAN,16
2021,Registration New Business,ALFA ROMEO,GIULIETTA,HATCHBACK,36
2021,Registration New Business,ALFA ROMEO,GIULIETTA,SEDAN,2
2021,Registration New Business,ALFA ROMEO,GT SERIES,COUPE,6
2021,Registration New Business,ALFA ROMEO,GT SERIES,SEDAN,1
2021,Registration New Business,ALFA ROMEO,GTV SERIES,COUPE,4
2021,Registration New Business,ALFA ROMEO,GTV SERIES,HATCHBACK,1
2021,Registration New Business,ALFA ROMEO,MITO,HATCHBACK,7
2021,Registration New Business,ALFA ROMEO,SPIDER,CONVERTIBLE,6
2021,Registration New Business,ALFA ROMEO,SPIDER,COUPE,2
2021,Registration New Business,ALFA ROMEO,SPIDER,ROADSTER,3
2021,Registration New Business,ALFA ROMEO,STELVIO,WAGON,8
2021,Registration New Business,ALPINE,ATM OVER 1.02T,CAMPER TRAILER,2
2021,Registration New Business,ALPINE,ATM UP TO 1.02T,BOX TRAILER,1
2021,Registration New Business,ARMSTRONG SIDDELEY,15HP,TOURER,1
2021,Registration New Business,ARMSTRONG SIDDELEY,SAPPHIRE,SEDAN,1
2021,Registration New Business,ASIA MOTORS,SPRINTER,TRUK BASED MOTORHOME,1
2021,Registration New Business,ASTON MARTIN,DB11,COUPE,1
2021,Registration New Business,ASTON MARTIN,DB7,CONVERTIBLE,1
2021,Registration New Business,ASTON MARTIN,DB7,COUPE,1
2021,Registration New Business,ASTON MARTIN,DB7GT,COUPE,1
2021,Registration New Business,ASTON MARTIN,DB9,COUPE,3
2021,Registration New Business,ASTON MARTIN,DBS,COUPE,1
2021,Registration New Business,ASTON MARTIN,DBX,WAGON,11
2021,Registration New Business,ASTON MARTIN,RAPIDE,HATCHBACK,1
2021,Registration New Business,ASTON MARTIN,V12 VANQUISH,CONVERTIBLE,1
2021,Registration New Business,ASTON MARTIN,V12 VANTAGE,COUPE,1
2021,Registration New Business,ASTON MARTIN,V8 VANTAGE,COUPE,10
2021,Registration New Business,ASTON MARTIN,V8 VANTAGE,ROADSTER,1
2021,Registration New Business,ASTON MARTIN,VANTAGE,CONVERTIBLE,1
2021,Registration New Business,ASTON MARTIN,VANTAGE,COUPE,1
2021,Registration New Business,AUDI,80,SEDAN,2
2021,Registration New Business,AUDI,A1,HATCHBACK,118
2021,Registration New Business,AUDI,A1,SEDAN,5
2021,Registration New Business,AUDI,A3,CONVERTIBLE,19
2021,Registration New Business,AUDI,A3,HATCHBACK,137
2021,Registration New Business,AUDI,A3,SEDAN,79
2021,Registration New Business,AUDI,A3,WAGON,3
2021,Registration New Business,AUDI,A4,CONVERTIBLE,4
2021,Registration New Business,AUDI,A4,SEDAN,298
2021,Registration New Business,AUDI,A4,WAGON,49
2021,Registration New Business,AUDI,A4 ALLROAD,WAGON,2
2021,Registration New Business,AUDI,A4 AVANT,WAGON,3
2021,Registration New Business,AUDI,A4-B7,SEDAN,4
2021,Registration New Business,AUDI,A5,CONVERTIBLE,15
2021,Registration New Business,AUDI,A5,COUPE,50
2021,Registration New Business,AUDI,A5,HATCHBACK,48
2021,Registration New Business,AUDI,A5,SEDAN,44
2021,Registration New Business,AUDI,A6,SEDAN,45
2021,Registration New Business,AUDI,A6,WAGON,5
2021,Registration New Business,AUDI,A6 AVANT,WAGON,1
2021,Registration New Business,AUDI,A6-4F,SEDAN,1
2021,Registration New Business,AUDI,A6-C5,SEDAN,2
2021,Registration New Business,AUDI,A6-C6,SEDAN,5
2021,Registration New Business,AUDI,A6-C7,SEDAN,5
2021,Registration New Business,AUDI,A7,HATCHBACK,10
2021,Registration New Business,AUDI,A7,SEDAN,3
2021,Registration New Business,AUDI,A8,SEDAN,8
2021,Registration New Business,AUDI,ALLROAD,WAGON,8
2021,Registration New Business,AUDI,B5,SEDAN,1
2021,Registration New Business,AUDI,E-TRON,WAGON,8
2021,Registration New Business,AUDI,Q2,WAGON,128
2021,Registration New Business,AUDI,Q3,HATCHBACK,10
2021,Registration New Business,AUDI,Q3,WAGON,476
2021,Registration New Business,AUDI,Q5,WAGON,414
2021,Registration New Business,AUDI,Q7,WAGON,230
2021,Registration New Business,AUDI,Q8,WAGON,13
2021,Registration New Business,AUDI,QUATTRO (IMPORT),SEDAN,2
2021,Registration New Business,AUDI,R8,CONVERTIBLE,1
2021,Registration New Business,AUDI,R8,COUPE,12
2021,Registration New Business,AUDI,RS Q3,WAGON,67
2021,Registration New Business,AUDI,RS Q8,WAGON,14
2021,Registration New Business,AUDI,RS3,HATCHBACK,18
2021,Registration New Business,AUDI,RS3,SEDAN,19
2021,Registration New Business,AUDI,RS4,SEDAN,1
2021,Registration New Business,AUDI,RS4,WAGON,5
2021,Registration New Business,AUDI,RS4 AVANT,WAGON,1
2021,Registration New Business,AUDI,RS5,COUPE,11
2021,Registration New Business,AUDI,RS5,HATCHBACK,7
2021,Registration New Business,AUDI,RS6,WAGON,6
2021,Registration New Business,AUDI,RS7,HATCHBACK,8
2021,Registration New Business,AUDI,S1,HATCHBACK,1
2021,Registration New Business,AUDI,S3,CONVERTIBLE,4
2021,Registration New Business,AUDI,S3,HATCHBACK,28
2021,Registration New Business,AUDI,S3,SEDAN,36
2021,Registration New Business,AUDI,S4,CONVERTIBLE,1
2021,Registration New Business,AUDI,S4,SEDAN,10
2021,Registration New Business,AUDI,S4,WAGON,6
2021,Registration New Business,AUDI,S5,CONVERTIBLE,2
2021,Registration New Business,AUDI,S5,COUPE,11
2021,Registration New Business,AUDI,S5,HATCHBACK,15
2021,Registration New Business,AUDI,S6,SEDAN,3
2021,Registration New Business,AUDI,S7,HATCHBACK,3
2021,Registration New Business,AUDI,S8,SEDAN,2
2021,Registration New Business,AUDI,SQ2,WAGON,1
2021,Registration New Business,AUDI,SQ5,WAGON,49
2021,Registration New Business,AUDI,SQ7,WAGON,16
2021,Registration New Business,AUDI,SQ8,WAGON,7
2021,Registration New Business,AUDI,TT,COUPE,54
2021,Registration New Business,AUDI,TT,HATCHBACK,1
2021,Registration New Business,AUDI,TT,ROADSTER,3
2021,Registration New Business,AUDI,TT RS,COUPE,4
2021,Registration New Business,AUDI,TTS,COUPE,3
2021,Registration New Business,AUSTIN,1800,SEDAN,1
2021,Registration New Business,AUSTIN,7,ROADSTER,2
2021,Registration New Business,AUSTIN,7,TOURER,2
2021,Registration New Business,AUSTIN,A30,SEDAN,2
2021,Registration New Business,AUSTIN,A40,SEDAN,2
2021,Registration New Business,AUSTIN,A40,UTILITY,1
2021,Registration New Business,AUSTIN,ATM UP TO 1.02T,BOX TRAILER,1
2021,Registration New Business,AUSTIN,CHAMP,SOFT TOP,1
2021,Registration New Business,AUSTIN,DEVON,SEDAN,1
2021,Registration New Business,AUSTIN,FREEWAY,SEDAN,1
2021,Registration New Business,AUSTIN,HEALY,CONVERTIBLE,1
2021,Registration New Business,AUSTIN,HEALY,ROADSTER,1
2021,Registration New Business,AUSTIN,LONDON TAXI (IMPORT),WAGON,1
2021,Registration New Business,AUSTIN,PRINCESS,MINIBUS,2
2021,Registration New Business,AUSTIN,PRINCESS,SEDAN,1
2021,Registration New Business,AUSTIN,SPRITE,CONVERTIBLE,1
2021,Registration New Business,AUSTIN,SPRITE,ROADSTER,1
2021,Registration New Business,AUSTIN HEALEY,100-4,ROADSTER,2
2021,Registration New Business,AUSTIN HEALEY,3000,CONVERTIBLE,1
2021,Registration New Business,AUSTIN HEALEY,3000,COUPE,1
2021,Registration New Business,AUSTIN HEALEY,BN2,ROADSTER,1
2021,Registration New Business,AUSTIN HEALEY,SPRITE,COUPE,1
2021,Registration New Business,AUSTIN HEALEY,SPRITE,ROADSTER,7
2021,Registration New Business,BCI,FBC6104BRZ1,BUS,2
2021,Registration New Business,BCI,FBC6126,BUS,1
2021,Registration New Business,BCI,FBC6127CRZ1,BUS,2
2021,Registration New Business,BCI,FBC6127CRZ3,BUS,1
2021,Registration New Business,BCI,FBC6145CRS1,BUS,1
2021,Registration New Business,BCI,JXK6127BR1,BUS,8
2021,Registration New Business,BCI,JXK6145OD,BUS,2
2021,Registration New Business,BCI,JXK6960,BUS,1
2021,Registration New Business,BCI,PK6127A,BUS,2
2021,Registration New Business,BCI,PK6127AT,BUS,4
2021,Registration New Business,BCI,PK6850AR1,BUS,1
2021,Registration New Business,BCI,PK6930A,BUS,4
2021,Registration New Business,BEDFORD,CF SERIES,CAMPERVAN,2
2021,Registration New Business,BEDFORD,CFS SERIES,TRUK BASED MOTORHOME,1
2021,Registration New Business,BEDFORD,CFS SERIES,VAN,1
2021,Registration New Business,BEDFORD,CJ SERIES,VAN,1
2021,Registration New Business,BEDFORD,FJ SERIES,BUS,1
2021,Registration New Business,BEDFORD,J SERIES,UTILITY,1
2021,Registration New Business,BEDFORD,J5,TRAY TRUCK,1
2021,Registration New Business,BEDFORD,M SERIES,TRUK BASED MOTORHOME,1
2021,Registration New Business,BEDFORD,MOTORHOME,TRUK BASED MOTORHOME,1
2021,Registration New Business,BEDFORD,O SERIES,TRAY TRUCK,1
2021,Registration New Business,BEDFORD,SBR SERIES,TRAY TRUCK,1
2021,Registration New Business,BEDFORD,TK SERIES,TIP TRUCK,1
2021,Registration New Business,BENTLEY,1934,SEDAN,1
2021,Registration New Business,BENTLEY,3 LITRE,TOURER,1
2021,Registration New Business,BENTLEY,ARNAGE,SEDAN,1
2021,Registration New Business,BENTLEY,BENTAYGA,WAGON,9
2021,Registration New Business,BENTLEY,CONTINENTAL,CONVERTIBLE,7
2021,Registration New Business,BENTLEY,CONTINENTAL,COUPE,17
2021,Registration New Business,BENTLEY,CONTINENTAL,SEDAN,2
2021,Registration New Business,BENTLEY,FLYING SPUR,SEDAN,5
2021,Registration New Business,BENTLEY,GT,COUPE,1
2021,Registration New Business,BENTLEY,MK6,SEDAN,1
2021,Registration New Business,BENTLEY,MULSANNE,SEDAN,3
2021,Registration New Business,BENTLEY,S2,SEDAN,1
2021,Registration New Business,BENTLEY,T SERIES,SEDAN,1
2021,Registration New Business,BMW,116I,HATCHBACK,16
2021,Registration New Business,BMW,118D,CONVERTIBLE,2
2021,Registration New Business,BMW,118D,HATCHBACK,9
2021,Registration New Business,BMW,118I,HATCHBACK,202
2021,Registration New Business,BMW,118I,SEDAN,1
2021,Registration New Business,BMW,1200S,MOTORCYCLE,1
2021,Registration New Business,BMW,120D,HATCHBACK,8
2021,Registration New Business,BMW,120D,WAGON,1
2021,Registration New Business,BMW,120I,CONVERTIBLE,12
2021,Registration New Business,BMW,120I,COUPE,10
2021,Registration New Business,BMW,120I,HATCHBACK,57
2021,Registration New Business,BMW,123D,COUPE,8
2021,Registration New Business,BMW,123D,HATCHBACK,1
2021,Registration New Business,BMW,125I,CONVERTIBLE,6
2021,Registration New Business,BMW,125I,COUPE,14
2021,Registration New Business,BMW,125I,HATCHBACK,11
2021,Registration New Business,BMW,128TI,HATCHBACK,53
2021,Registration New Business,BMW,130I,HATCHBACK,4
2021,Registration New Business,BMW,135I,CONVERTIBLE,5
2021,Registration New Business,BMW,135I,COUPE,13
2021,Registration New Business,BMW,135I,HATCHBACK,3
2021,Registration New Business,BMW,1SERIESM,COUPE,2
2021,Registration New Business,BMW,1SERIESM,WAGON,1
2021,Registration New Business,BMW,2000/2002,COUPE,1
2021,Registration New Business,BMW,2002,COUPE,2
2021,Registration New Business,BMW,218D,HATCHBACK,3
2021,Registration New Business,BMW,218I,COUPE,105
2021,Registration New Business,BMW,218I,HATCHBACK,2
2021,Registration New Business,BMW,220D,COUPE,6
2021,Registration New Business,BMW,220I,CONVERTIBLE,7
2021,Registration New Business,BMW,220I,COUPE,69
2021,Registration New Business,BMW,220I,HATCHBACK,4
2021,Registration New Business,BMW,220I,WAGON,1
2021,Registration New Business,BMW,225I,HATCHBACK,2
2021,Registration New Business,BMW,228I,CONVERTIBLE,3
2021,Registration New Business,BMW,228I,COUPE,2
2021,Registration New Business,BMW,230I,CONVERTIBLE,1
2021,Registration New Business,BMW,230I,COUPE,4
2021,Registration New Business,BMW,3 SERIES,COUPE,3
2021,Registration New Business,BMW,3 SERIES,SEDAN,22
2021,Registration New Business,BMW,3 SERIES E46,SEDAN,1
2021,Registration New Business,BMW,3.0CS,COUPE,1
2021,Registration New Business,BMW,316I,COUPE,1
2021,Registration New Business,BMW,316I,HATCHBACK,8
2021,Registration New Business,BMW,316I,SEDAN,11
2021,Registration New Business,BMW,316TI,HATCHBACK,12
2021,Registration New Business,BMW,318D,SEDAN,2
2021,Registration New Business,BMW,318I,CONVERTIBLE,1
2021,Registration New Business,BMW,318I,COUPE,14
2021,Registration New Business,BMW,318I,HATCHBACK,1
2021,Registration New Business,BMW,318I,SEDAN,128
2021,Registration New Business,BMW,318IS,COUPE,12
2021,Registration New Business,BMW,318IS,SEDAN,3
2021,Registration New Business,BMW,318TI,HATCHBACK,10
2021,Registration New Business,BMW,320,SEDAN,4
2021,Registration New Business,BMW,320CI,COUPE,12
2021,Registration New Business,BMW,320D,CONVERTIBLE,2
2021,Registration New Business,BMW,320D,COUPE,9
2021,Registration New Business,BMW,320D,HATCHBACK,1
2021,Registration New Business,BMW,320D,SEDAN,63
2021,Registration New Business,BMW,320D,WAGON,3
2021,Registration New Business,BMW,320I,CONVERTIBLE,2
2021,Registration New Business,BMW,320I,COUPE,1
2021,Registration New Business,BMW,320I,SEDAN,292
2021,Registration New Business,BMW,320I,WAGON,14
2021,Registration New Business,BMW,323CI,COUPE,3
2021,Registration New Business,BMW,323CI,SEDAN,1
2021,Registration New Business,BMW,323I,COUPE,8
2021,Registration New Business,BMW,323I,SEDAN,36
2021,Registration New Business,BMW,323I,WAGON,4
2021,Registration New Business,BMW,325 SE,SEDAN,1
2021,Registration New Business,BMW,325CI,CONVERTIBLE,2
2021,Registration New Business,BMW,325CI,COUPE,17
2021,Registration New Business,BMW,325CI,SEDAN,2
2021,Registration New Business,BMW,325E,CONVERTIBLE,2
2021,Registration New Business,BMW,325E,COUPE,1
2021,Registration New Business,BMW,325E,SEDAN,2
2021,Registration New Business,BMW,325I,CONVERTIBLE,7
2021,Registration New Business,BMW,325I,COUPE,15
2021,Registration New Business,BMW,325I,SEDAN,63
2021,Registration New Business,BMW,325I,WAGON,1
2021,Registration New Business,BMW,325IS,COUPE,1
2021,Registration New Business,BMW,328CI,COUPE,4
2021,Registration New Business,BMW,328I,CONVERTIBLE,5
2021,Registration New Business,BMW,328I,COUPE,5
2021,Registration New Business,BMW,328I,HATCHBACK,1
2021,Registration New Business,BMW,328I,SEDAN,38
2021,Registration New Business,BMW,328I,WAGON,1
2021,Registration New Business,BMW,330CI,CONVERTIBLE,15
2021,Registration New Business,BMW,330CI,COUPE,13
2021,Registration New Business,BMW,330D,CONVERTIBLE,1
2021,Registration New Business,BMW,330D,COUPE,2
2021,Registration New Business,BMW,330D,SEDAN,6
2021,Registration New Business,BMW,330D,WAGON,1
2021,Registration New Business,BMW,330E,SEDAN,13
2021,Registration New Business,BMW,330I,SEDAN,193
2021,Registration New Business,BMW,330I,WAGON,8
2021,Registration New Business,BMW,335CI,CONVERTIBLE,1
2021,Registration New Business,BMW,335CI,COUPE,3
2021,Registration New Business,BMW,335I,CONVERTIBLE,9
2021,Registration New Business,BMW,335I,COUPE,13
2021,Registration New Business,BMW,335I,SEDAN,15
2021,Registration New Business,BMW,335I,WAGON,1
2021,Registration New Business,BMW,340I,SEDAN,6
2021,Registration New Business,BMW,420D,CONVERTIBLE,2
2021,Registration New Business,BMW,420D,COUPE,8
2021,Registration New Business,BMW,420D,SEDAN,1
2021,Registration New Business,BMW,420I,CONVERTIBLE,4
2021,Registration New Business,BMW,420I,COUPE,34
2021,Registration New Business,BMW,420I,HATCHBACK,6
2021,Registration New Business,BMW,428I,CONVERTIBLE,3
2021,Registration New Business,BMW,428I,COUPE,17
2021,Registration New Business,BMW,428I,HATCHBACK,1
2021,Registration New Business,BMW,430I,CONVERTIBLE,5
2021,Registration New Business,BMW,430I,COUPE,18
2021,Registration New Business,BMW,430I,HATCHBACK,1
2021,Registration New Business,BMW,430I,SEDAN,1
2021,Registration New Business,BMW,435I,CONVERTIBLE,1
2021,Registration New Business,BMW,435I,COUPE,8
2021,Registration New Business,BMW,435I,HATCHBACK,1
2021,Registration New Business,BMW,440I,CONVERTIBLE,1
2021,Registration New Business,BMW,440I,COUPE,4
2021,Registration New Business,BMW,5 SERIES,SEDAN,1
2021,Registration New Business,BMW,520,SEDAN,4
2021,Registration New Business,BMW,520D,SEDAN,44
2021,Registration New Business,BMW,520D,WAGON,1
2021,Registration New Business,BMW,520D GT,HATCHBACK,1
2021,Registration New Business,BMW,520I,SEDAN,13
2021,Registration New Business,BMW,523I,SEDAN,12
2021,Registration New Business,BMW,525,SEDAN,1
2021,Registration New Business,BMW,525E,SEDAN,1
2021,Registration New Business,BMW,525I,SEDAN,29
2021,Registration New Business,BMW,528I,SEDAN,22
2021,Registration New Business,BMW,530D,SEDAN,8
2021,Registration New Business,BMW,530I,SEDAN,44
2021,Registration New Business,BMW,530I,WAGON,2
2021,Registration New Business,BMW,535D,SEDAN,6
2021,Registration New Business,BMW,535I,SEDAN,18
2021,Registration New Business,BMW,535I GT,SEDAN,1
2021,Registration New Business,BMW,540I,SEDAN,7
2021,Registration New Business,BMW,545I,SEDAN,3
2021,Registration New Business,BMW,550I,SEDAN,2
2021,Registration New Business,BMW,635CSI,COUPE,6
2021,Registration New Business,BMW,640D,COUPE,1
2021,Registration New Business,BMW,640D,SEDAN,2
2021,Registration New Business,BMW,640I,COUPE,2
2021,Registration New Business,BMW,645CI,CONVERTIBLE,1
2021,Registration New Business,BMW,645CI,COUPE,3
2021,Registration New Business,BMW,650CI,CONVERTIBLE,1
2021,Registration New Business,BMW,650I,CONVERTIBLE,6
2021,Registration New Business,BMW,650I,COUPE,4
2021,Registration New Business,BMW,650I,SEDAN,2
2021,Registration New Business,BMW,730D,SEDAN,5
2021,Registration New Business,BMW,730LD,SEDAN,5
2021,Registration New Business,BMW,733I,SEDAN,1
2021,Registration New Business,BMW,735I,SEDAN,4
2021,Registration New Business,BMW,735IL,SEDAN,1
2021,Registration New Business,BMW,735LI,SEDAN,2
2021,Registration New Business,BMW,740I,SEDAN,11
2021,Registration New Business,BMW,740IL,SEDAN,4
2021,Registration New Business,BMW,740LI,SEDAN,5
2021,Registration New Business,BMW,745E,SEDAN,2
2021,Registration New Business,BMW,745I,SEDAN,3
2021,Registration New Business,BMW,745LI,SEDAN,1
2021,Registration New Business,BMW,750I,SEDAN,3
2021,Registration New Business,BMW,750LI,SEDAN,1
2021,Registration New Business,BMW,ALPINA XB7,WAGON,2
2021,Registration New Business,BMW,ALPINA XD3,WAGON,4
2021,Registration New Business,BMW,C400 GT,MOTORCYCLE,7
2021,Registration New Business,BMW,C400 X,MOTORCYCLE,4
2021,Registration New Business,BMW,C600,MOTORCYCLE,3
2021,Registration New Business,BMW,C650GT,MOTORCYCLE,2
2021,Registration New Business,BMW,E60,SEDAN,7
2021,Registration New Business,BMW,E87 SERIES 1,HATCHBACK,1
2021,Registration New Business,BMW,F 900 R,MOTORCYCLE,8
2021,Registration New Business,BMW,F 900 XR,MOTORCYCLE,8
2021,Registration New Business,BMW,F650 FUNDURO,MOTORCYCLE,2
2021,Registration New Business,BMW,F650GS,MOTORCYCLE,14
2021,Registration New Business,BMW,F750GS,MOTORCYCLE,20
2021,Registration New Business,BMW,F800,MOTORCYCLE,11
2021,Registration New Business,BMW,F800GS,MOTORCYCLE,12
2021,Registration New Business,BMW,F850GS,MOTORCYCLE,21
2021,Registration New Business,BMW,G310GS,MOTORCYCLE,12
2021,Registration New Business,BMW,G310R,MOTORCYCLE,25
2021,Registration New Business,BMW,G450X,MOTORCYCLE,3
2021,Registration New Business,BMW,G650GS,MOTORCYCLE,9
2021,Registration New Business,BMW,G650X,MOTORCYCLE,4
2021,Registration New Business,BMW,HP4,MOTORCYCLE,1
2021,Registration New Business,BMW,I3,HATCHBACK,5
2021,Registration New Business,BMW,I8,COUPE,1
2021,Registration New Business,BMW,K100,MOTORCYCLE,2
2021,Registration New Business,BMW,K100LT,MOTORCYCLE,1
2021,Registration New Business,BMW,K100R,MOTORCYCLE,5
2021,Registration New Business,BMW,K100RS,MOTORCYCLE,1
2021,Registration New Business,BMW,K100RT,MOTORCYCLE,3
2021,Registration New Business,BMW,K1100 SERIES,MOTORCYCLE,6
2021,Registration New Business,BMW,K1200,MOTORCYCLE,8
2021,Registration New Business,BMW,K1200LT,MOTORCYCLE,3
2021,Registration New Business,BMW,K1300,MOTORCYCLE,6
2021,Registration New Business,BMW,K1300R,MOTORCYCLE,1
2021,Registration New Business,BMW,K1600,MOTORCYCLE,3
2021,Registration New Business,BMW,K1600GT,MOTORCYCLE,2
2021,Registration New Business,BMW,K1600GTL,MOTORCYCLE,3
2021,Registration New Business,BMW,K50,MOTORCYCLE,1
2021,Registration New Business,BMW,K75C,MOTORCYCLE,2
2021,Registration New Business,BMW,M COUPE,COUPE,2
2021,Registration New Business,BMW,M135I,HATCHBACK,60
2021,Registration New Business,BMW,M140I,HATCHBACK,7
2021,Registration New Business,BMW,M140I,WAGON,1
2021,Registration New Business,BMW,M2,COUPE,57
2021,Registration New Business,BMW,M235I,CONVERTIBLE,1
2021,Registration New Business,BMW,M235I,COUPE,47
2021,Registration New Business,BMW,M235I,SEDAN,3
2021,Registration New Business,BMW,M240I,CONVERTIBLE,1
2021,Registration New Business,BMW,M240I,COUPE,2
2021,Registration New Business,BMW,M3,CONVERTIBLE,5
2021,Registration New Business,BMW,M3,COUPE,25
2021,Registration New Business,BMW,M3,SEDAN,45
2021,Registration New Business,BMW,M340I,SEDAN,19
2021,Registration New Business,BMW,M4,CONVERTIBLE,1
2021,Registration New Business,BMW,M4,COUPE,24
2021,Registration New Business,BMW,M440I XDRIVE,CONVERTIBLE,2
2021,Registration New Business,BMW,M440I XDRIVE,COUPE,18
2021,Registration New Business,BMW,M5,SEDAN,14
2021,Registration New Business,BMW,M550I,SEDAN,8
2021,Registration New Business,BMW,M6,CONVERTIBLE,1
2021,Registration New Business,BMW,M6,COUPE,4
2021,Registration New Business,BMW,M8,COUPE,1
2021,Registration New Business,BMW,M850I,COUPE,8
2021,Registration New Business,BMW,R 18,MOTORCYCLE,5
2021,Registration New Business,BMW,R NINE T,MOTORCYCLE,16
2021,Registration New Business,BMW,R NINE T SCRAMBLER,MOTORCYCLE,2
2021,Registration New Business,BMW,R100,MOTORCYCLE,2
2021,Registration New Business,BMW,R100CS ROAD,MOTORCYCLE,2
2021,Registration New Business,BMW,R100GS,MOTORCYCLE,3
2021,Registration New Business,BMW,R100R,MOTORCYCLE,4
2021,Registration New Business,BMW,R100R MYSTIC,MOTORCYCLE,1
2021,Registration New Business,BMW,R100RS,MOTORCYCLE,5
2021,Registration New Business,BMW,R100RT,MOTORCYCLE,2
2021,Registration New Business,BMW,R100S SPORT,MOTORCYCLE,2
2021,Registration New Business,BMW,R1100,MOTORCYCLE,14
2021,Registration New Business,BMW,R1150,MOTORCYCLE,12
2021,Registration New Business,BMW,R12,MOTORCYCLE,8
2021,Registration New Business,BMW,R1200C,MOTOR TRICYCLE,1
2021,Registration New Business,BMW,R1200C,MOTORCYCLE,8
2021,Registration New Business,BMW,R1200GS,MOTORCYCLE,20
2021,Registration New Business,BMW,R1200GS ADVENTURE,MOTORCYCLE,9
2021,Registration New Business,BMW,R1200R,MOTORCYCLE,4
2021,Registration New Business,BMW,R1200RS,MOTORCYCLE,5
2021,Registration New Business,BMW,R1200RT,MOTORCYCLE,15
2021,Registration New Business,BMW,R1200S,MOTORCYCLE,1
2021,Registration New Business,BMW,R1200ST,MOTORCYCLE,2
2021,Registration New Business,BMW,R1250GS,MOTORCYCLE,50
2021,Registration New Business,BMW,R1250GS ADVENTURE,MOTORCYCLE,59
2021,Registration New Business,BMW,R1250R,MOTORCYCLE,6
2021,Registration New Business,BMW,R1250RS,MOTORCYCLE,11
2021,Registration New Business,BMW,R1250RT,MOTORCYCLE,13
2021,Registration New Business,BMW,R25 250CC,MOTORCYCLE,1
2021,Registration New Business,BMW,R50,HATCHBACK,1
2021,Registration New Business,BMW,R51/3,MOTORCYCLE,1
2021,Registration New Business,BMW,R60,MOTORCYCLE,5
2021,Registration New Business,BMW,R65,MOTORCYCLE,8
2021,Registration New Business,BMW,R65LS,MOTORCYCLE,2
2021,Registration New Business,BMW,R75,MOTORCYCLE,1
2021,Registration New Business,BMW,R80,MOTORCYCLE,5
2021,Registration New Business,BMW,R80GS,MOTORCYCLE,1
2021,Registration New Business,BMW,R80RT,MOTORCYCLE,1
2021,Registration New Business,BMW,R850R,MOTORCYCLE,3
2021,Registration New Business,BMW,R90S SPORT,MOTORCYCLE,5
2021,Registration New Business,BMW,S1000R,MOTORCYCLE,25
2021,Registration New Business,BMW,S1000RR,MOTORCYCLE,35
2021,Registration New Business,BMW,S1000XR,MOTORCYCLE,14
2021,Registration New Business,BMW,UNKNOWN CODE: BMW E  36,SEDAN,1
2021,Registration New Business,BMW,X1,HATCHBACK,26
2021,Registration New Business,BMW,X1,SEDAN,1
2021,Registration New Business,BMW,X1,WAGON,327
2021,Registration New Business,BMW,X2,HATCHBACK,3
2021,Registration New Business,BMW,X2,WAGON,62
2021,Registration New Business,BMW,X3,HATCHBACK,25
2021,Registration New Business,BMW,X3,WAGON,447
2021,Registration New Business,BMW,X4,WAGON,132
2021,Registration New Business,BMW,X5,SEDAN,1
2021,Registration New Business,BMW,X5,WAGON,613
2021,Registration New Business,BMW,X5M,WAGON,4
2021,Registration New Business,BMW,X6,HATCHBACK,9
2021,Registration New Business,BMW,X6,WAGON,65
2021,Registration New Business,BMW,X6M,WAGON,10
2021,Registration New Business,BMW,X7,WAGON,48
2021,Registration New Business,BMW,Z3,CONVERTIBLE,2
2021,Registration New Business,BMW,Z3,COUPE,1
2021,Registration New Business,BMW,Z3,ROADSTER,8
2021,Registration New Business,BMW,Z4,CONVERTIBLE,4
2021,Registration New Business,BMW,Z4,COUPE,3
2021,Registration New Business,BMW,Z4,ROADSTER,28
2021,Registration New Business,BOLWELL,BELLA,MOTORCYCLE,1
2021,Registration New Business,BOLWELL,EURO,MOTORCYCLE,1
2021,Registration New Business,BOLWELL,JOLIE,MOPED,16
2021,Registration New Business,BOLWELL,LE GRANDE 125,MOTORCYCLE,1
2021,Registration New Business,BOLWELL,LE GRANDE 200,MOTORCYCLE,1
2021,Registration New Business,BOLWELL,RED DEVIL 50,MOPED,3
2021,Registration New Business,BUICK,40 SERIES,SEDAN,1
2021,Registration New Business,BUICK,Aug-40,COUPE,1
2021,Registration New Business,BUICK,CABALLERO,WAGON,1
2021,Registration New Business,BUICK,CENTURY,COUPE,2
2021,Registration New Business,BUICK,ELECTRA,SEDAN,2
2021,Registration New Business,BUICK,INVICTA,COUPE,1
2021,Registration New Business,BUICK,JETBACK,SEDAN,1
